protein_a,protein_b,interaction_score,experiment_approach,pubmed_id,GO_a,GO_b
b0424,b3185,835,Affinity Capture-MS,PUBMED:22157000,GO:0005737|GO:0005829|GO:0006281|GO:0009228|GO:0009408|GO:0016787|GO:0030091|GO:0034599|GO:0036524|GO:0042026|GO:0042254|GO:0042803,GO:0000027|GO:0000049|GO:0001558|GO:0002181|GO:0003735|GO:0005515|GO:0005737|GO:0005840|GO:0006412|GO:0019843|GO:0022625|GO:0042256|GO:0043022|GO:0090070|GO:1902626|GO:1990904
b0424,b3637,832,Affinity Capture-MS,PUBMED:22157000,GO:0005737|GO:0005829|GO:0006281|GO:0009228|GO:0009408|GO:0016787|GO:0030091|GO:0034599|GO:0036524|GO:0042026|GO:0042254|GO:0042803,GO:0000027|GO:0002181|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0019843|GO:0022625|GO:1990904
b0015,b0014,999,Co-localization,PUBMED:28504929,GO:0003756|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006260|GO:0006457|GO:0008270|GO:0009408|GO:0015035|GO:0016020|GO:0016032|GO:0016989|GO:0031072|GO:0032991|GO:0042026|GO:0042803|GO:0043335|GO:0045892|GO:0046872|GO:0051082|GO:0051085|GO:0051087|GO:0065003,GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005886|GO:0006260|GO:0006457|GO:0008270|GO:0009408|GO:0016020|GO:0016234|GO:0016887|GO:0016989|GO:0031072|GO:0032991|GO:0034620|GO:0042026|GO:0043335|GO:0043531|GO:0044183|GO:0045892|GO:0051082|GO:0051085|GO:0051087|GO:0065003|GO:0140662|GO:1990169
b1000,b0014,996,Co-localization,PUBMED:28504929,GO:0003677|GO:0003681|GO:0005515|GO:0005737|GO:0006457|GO:0009295|GO:0042026|GO:0042802|GO:0043590|GO:0051082|GO:0051085,GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005886|GO:0006260|GO:0006457|GO:0008270|GO:0009408|GO:0016020|GO:0016234|GO:0016887|GO:0016989|GO:0031072|GO:0032991|GO:0034620|GO:0042026|GO:0043335|GO:0043531|GO:0044183|GO:0045892|GO:0051082|GO:0051085|GO:0051087|GO:0065003|GO:0140662|GO:1990169
b2831,b4170,999,Reconstituted Complex,PUBMED:16772401,GO:0000018|GO:0003677|GO:0004519|GO:0005515|GO:0005737|GO:0006281|GO:0006298|GO:0006304|GO:0032300|GO:0043765,GO:0000018|GO:0000717|GO:0003677|GO:0005515|GO:0005524|GO:0006281|GO:0006298|GO:0016887|GO:0017117|GO:0030983|GO:0032300|GO:0042802|GO:0070716|GO:0140664
b2530,b3895,698,Affinity Capture-Western,PUBMED:22194618,GO:0002143|GO:0002937|GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0008033|GO:0009000|GO:0009228|GO:0009589|GO:0016226|GO:0016261|GO:0016740|GO:0018131|GO:0019448|GO:0030170|GO:0031071|GO:0044571|GO:0046872|GO:0051537|GO:0072348|GO:0097163|GO:1990221|GO:1990228|GO:1990329|GO:1990330,GO:0005515|GO:0005737|GO:0005829|GO:0006777|GO:0016783|GO:0042803|GO:0043546|GO:0097163
b1584,b2217,532,Reconstituted Complex,PUBMED:30562360,GO:0000287|GO:0004145|GO:0005737|GO:0006598|GO:0015936|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046203|GO:0046208|GO:0046872|GO:1990235,GO:0000160|GO:0001216|GO:0001217|GO:0003677|GO:0005515|GO:0005667|GO:0005829|GO:0006351|GO:0006355|GO:0031346|GO:0042802|GO:0043470|GO:0044011|GO:0045892|GO:0045893|GO:0046677|GO:1901913|GO:1902021|GO:1990451
b0640,b4052,926,Reconstituted Complex,PUBMED:7915843,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897,GO:0003677|GO:0003678|GO:0004386|GO:0005515|GO:0005524|GO:0005829|GO:0006260|GO:0006268|GO:0006269|GO:0006270|GO:0010212|GO:0016787|GO:0016853|GO:0016887|GO:0030894|GO:0031297|GO:0032508|GO:0033202|GO:0042802|GO:0043139|GO:1990077|GO:1990100|GO:1990156|GO:1990158|GO:1990159|GO:1990160
b0008,b0071,390,Two-hybrid,PUBMED:24561554,GO:0004801|GO:0005737|GO:0005829|GO:0005975|GO:0006098|GO:0009052|GO:0016020|GO:0016740|GO:0016744,GO:0003861|GO:0005515|GO:0005829|GO:0009098|GO:0009316|GO:0016829
b0032,b2181,499,Two-hybrid,PUBMED:24561554,GO:0004088|GO:0004359|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005951|GO:0006207|GO:0006221|GO:0006526|GO:0006541|GO:0016874|GO:0019856|GO:0044205|GO:0046982,GO:0005515
b0032,b2181,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0004088|GO:0004359|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005951|GO:0006207|GO:0006221|GO:0006526|GO:0006541|GO:0016874|GO:0019856|GO:0044205|GO:0046982,GO:0005515
b0033,b0032,999,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0004087|GO:0004088|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005951|GO:0006221|GO:0006526|GO:0006541|GO:0008652|GO:0016597|GO:0016874|GO:0019856|GO:0044205|GO:0046872,GO:0004088|GO:0004359|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005951|GO:0006207|GO:0006221|GO:0006526|GO:0006541|GO:0016874|GO:0019856|GO:0044205|GO:0046982
b0042,b0041,999,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009055|GO:0009437|GO:0033539|GO:0042413|GO:0050660,GO:0005515|GO:0009055|GO:0009437|GO:0042413
b0042,b2988,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009055|GO:0009437|GO:0033539|GO:0042413|GO:0050660,GO:0005515|GO:0005524|GO:0005829|GO:0006749|GO:0008216|GO:0008884|GO:0008885|GO:0016787|GO:0016874|GO:0046872
b0042,b2988,542,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515|GO:0009055|GO:0009437|GO:0033539|GO:0042413|GO:0050660,GO:0005515|GO:0005524|GO:0005829|GO:0006749|GO:0008216|GO:0008884|GO:0008885|GO:0016787|GO:0016874|GO:0046872
b0042,b3910,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009055|GO:0009437|GO:0033539|GO:0042413|GO:0050660,GO:0003824|GO:0005829|GO:0009407|GO:0009636|GO:0016661|GO:0030151|GO:0030170|GO:0042803
b0048,b0044,364,Two-hybrid,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0048,b1566,499,Two-hybrid,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0005515
b0048,b1566,499,Affinity Capture-Western,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0005515
b0048,b1566,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0005515
b0048,b0424,151,Two-hybrid,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0005737|GO:0005829|GO:0006281|GO:0009228|GO:0009408|GO:0016787|GO:0030091|GO:0034599|GO:0036524|GO:0042026|GO:0042254|GO:0042803
b0048,b1831,217,Two-hybrid,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0003723|GO:0003729|GO:0003730|GO:0005515|GO:0005737|GO:0005829|GO:0006974|GO:0007231|GO:0010608|GO:0033592|GO:0034057|GO:0044010|GO:0051050|GO:0071475|GO:1902836
b0048,b3825,166,Two-hybrid,PUBMED:24561554,GO:0004146|GO:0005515|GO:0005542|GO:0005829|GO:0006730|GO:0009257|GO:0009410|GO:0016491|GO:0031427|GO:0046452|GO:0046654|GO:0046655|GO:0046656|GO:0046677|GO:0050661|GO:0051870|GO:0051871|GO:0070401|GO:0070402,GO:0004622|GO:0005515|GO:0005886|GO:0006629|GO:0006650|GO:0016020|GO:0016747|GO:0016787
b0049,b2022,353,Two-hybrid,PUBMED:24561554,GO:0005737|GO:0008796|GO:0008803|GO:0010165|GO:0015949|GO:0016787|GO:0016791|GO:0110154,GO:0000105|GO:0004401|GO:0004424|GO:0005515|GO:0005737|GO:0016787|GO:0016829|GO:0042802|GO:0046872
b0052,b0044,154,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0008270|GO:0008615|GO:0016491|GO:0042802|GO:0042803|GO:0042823|GO:0046872|GO:0050570|GO:0050897|GO:0051287,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0052,b1593,243,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0008270|GO:0008615|GO:0016491|GO:0042802|GO:0042803|GO:0042823|GO:0046872|GO:0050570|GO:0050897|GO:0051287,unknown
b0064,b3128,174,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892,GO:0008198|GO:0008867|GO:0016829|GO:0019698|GO:0042803|GO:0046392|GO:0046872
b0071,b0072,999,Two-hybrid,PUBMED:24561554,GO:0003861|GO:0005515|GO:0005829|GO:0009098|GO:0009316|GO:0016829,GO:0003861|GO:0005515|GO:0005829|GO:0009098|GO:0009316|GO:0016829|GO:0019752|GO:0046872|GO:0051539
b0078,b0077,999,Two-hybrid,PUBMED:24561554,GO:0003984|GO:0005829|GO:0005948|GO:0008652|GO:0009082|GO:0009097|GO:0009099|GO:0016740|GO:1990610,GO:0000287|GO:0003984|GO:0005829|GO:0005948|GO:0008652|GO:0009082|GO:0009097|GO:0009099|GO:0016740|GO:0030976|GO:0046872|GO:0050660
b0080,b4171,188,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0000987|GO:0003677|GO:0003700|GO:0006355|GO:0009750|GO:0042802|GO:2000142,GO:0005524|GO:0006400|GO:0008033|GO:0016740|GO:0016765|GO:0034605|GO:0052381|GO:1990497
b0085,b0328,165,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0008360|GO:0008765|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0051301|GO:0071555,GO:0003333|GO:0005886|GO:0006865|GO:0015171|GO:0016020
b0085,b2004,154,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0008360|GO:0008765|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0051301|GO:0071555,GO:0005515|GO:0005737|GO:0008092|GO:0031342|GO:0046872|GO:0051495
b0085,b3488,154,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0008360|GO:0008765|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0051301|GO:0071555,GO:0019310
b0088,b0095,932,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008764|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042802|GO:0051301|GO:0071555,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b0088,b0096,683,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008764|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042802|GO:0051301|GO:0071555,GO:0005506|GO:0005737|GO:0006796|GO:0008270|GO:0009245|GO:0016787|GO:0019213|GO:0019637|GO:0046872|GO:0103117|GO:1901135
b0090,b2581,509,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0005975|GO:0008360|GO:0009252|GO:0016757|GO:0016758|GO:0030259|GO:0050511|GO:0051301|GO:0051991|GO:0071555|GO:1901137,GO:0003723|GO:0005515|GO:0005737|GO:0005829|GO:0006396|GO:0008168|GO:0008173|GO:0032259
b0091,b0084,974,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008763|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042803|GO:0051301|GO:0071555,GO:0000917|GO:0004180|GO:0005515|GO:0005886|GO:0006508|GO:0008360|GO:0008658|GO:0008955|GO:0009002|GO:0009252|GO:0009410|GO:0032153|GO:0043093|GO:0051301|GO:0071555|GO:1990586
b0091,b1351,343,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008763|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042803|GO:0051301|GO:0071555,unknown
b0091,b1566,499,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008763|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042803|GO:0051301|GO:0071555,GO:0005515
b0091,b1566,499,Affinity Capture-Western,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008763|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042803|GO:0051301|GO:0071555,GO:0005515
b0091,b1566,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005524|GO:0005737|GO:0008360|GO:0008763|GO:0009058|GO:0009252|GO:0016874|GO:0016881|GO:0042803|GO:0051301|GO:0071555,GO:0005515
b0093,b0095,997,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0090529|GO:1990586|GO:1990587,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b0093,b3933,999,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0090529|GO:1990586|GO:1990587,GO:0000917|GO:0000935|GO:0005515|GO:0005886|GO:0030428|GO:0032153|GO:0042834|GO:0043093|GO:0051301|GO:0090529|GO:1990586
b0093,b1391,155,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0090529|GO:1990586|GO:1990587,GO:0010124
b0094,b3448,503,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0009898|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:1990586,GO:0005515
b0104,b0237,852,Two-hybrid,PUBMED:24561554,GO:0003920|GO:0005515|GO:0005737|GO:0005829|GO:0006163|GO:0009117|GO:0015951|GO:0016491|GO:0032264|GO:0042802|GO:0046872|GO:1902560,GO:0005515|GO:0005829|GO:0006508|GO:0008237|GO:0008270|GO:0016787|GO:0016805|GO:0042803|GO:0043171|GO:0046872|GO:0070573
b0113,b4367,160,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0006355|GO:0045892|GO:0045893,GO:0000293|GO:0003824|GO:0005737|GO:0005829|GO:0005886|GO:0016491|GO:0016722|GO:0033214|GO:0033215|GO:0046872|GO:0051537
b0115,b0116,999,Two-hybrid,PUBMED:24561554,GO:0004738|GO:0004742|GO:0005515|GO:0005737|GO:0006086|GO:0006090|GO:0006096|GO:0016407|GO:0016746|GO:0031405|GO:0042867|GO:0045254,unknown
b0130,b3773,343,Two-hybrid,PUBMED:24561554,GO:0005975|GO:0016810,GO:0000976|GO:0003677|GO:0003700|GO:0005737|GO:0006355|GO:0008652|GO:0009082
b0133,b2299,801,Two-hybrid,PUBMED:24561554,GO:0004592|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0015940|GO:0016874|GO:0042802|GO:0042803,GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0016787|GO:0016817|GO:0016818|GO:0046872
b0154,b2980,548,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0006779|GO:0006782|GO:0008483|GO:0016853|GO:0030170|GO:0033014|GO:0042286|GO:0042803,GO:0003677|GO:0003700|GO:0005515|GO:0006355
b0154,b2980,548,Affinity Capture-Western,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0006779|GO:0006782|GO:0008483|GO:0016853|GO:0030170|GO:0033014|GO:0042286|GO:0042803,GO:0003677|GO:0003700|GO:0005515|GO:0006355
b0154,b2980,548,Affinity Capture-Luminescence,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0006779|GO:0006782|GO:0008483|GO:0016853|GO:0030170|GO:0033014|GO:0042286|GO:0042803,GO:0003677|GO:0003700|GO:0005515|GO:0006355
b0154,b3021,542,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0005829|GO:0006779|GO:0006782|GO:0008483|GO:0016853|GO:0030170|GO:0033014|GO:0042286|GO:0042803,GO:0003677|GO:0005515|GO:0006355|GO:0042803|GO:0043565|GO:0044010|GO:0046872|GO:0110001
b0159,b1916,395,Two-hybrid,PUBMED:24561554,unknown,GO:0003677|GO:0006355|GO:0051301|GO:2000144
b0166,b1566,153,Two-hybrid,PUBMED:24561554,GO:0005737|GO:0005829|GO:0008666|GO:0009085|GO:0009089|GO:0016746|GO:0016747|GO:0016779|GO:0019877,GO:0005515
b0171,b1566,153,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005737|GO:0005829|GO:0006221|GO:0006225|GO:0009041|GO:0016301|GO:0016310|GO:0033862|GO:0042802|GO:0044210|GO:0046940,GO:0005515
b0172,b1324,601,Two-hybrid,PUBMED:24561554,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0008379|GO:0032843|GO:0034599|GO:0042597|GO:0098869|GO:0140824
b0172,b2597,790,Two-hybrid,PUBMED:24561554,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023,GO:0005515|GO:0005829|GO:0006417|GO:0009409|GO:0019843|GO:0022611|GO:0022627|GO:0043024|GO:0045900|GO:0045947
b0172,b2597,790,Affinity Capture-Western,PUBMED:24561554,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023,GO:0005515|GO:0005829|GO:0006417|GO:0009409|GO:0019843|GO:0022611|GO:0022627|GO:0043024|GO:0045900|GO:0045947
b0172,b1108,542,Two-hybrid,PUBMED:24561554,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023,GO:0005515|GO:0005829
b0172,b1108,542,Affinity Capture-Luminescence,PUBMED:24561554,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023,GO:0005515|GO:0005829
b0182,b3946,188,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005543|GO:0005737|GO:0008915|GO:0009245|GO:0016757|GO:0019897|GO:0031234|GO:0042802,GO:0005737|GO:0005975|GO:0006000|GO:0016829|GO:0016832|GO:0042182|GO:0097023
b0182,b3010,154,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005543|GO:0005737|GO:0008915|GO:0009245|GO:0016757|GO:0019897|GO:0031234|GO:0042802,GO:0000987|GO:0001216|GO:0003677|GO:0003700|GO:0006355|GO:0043565|GO:0045893
b0184,b0215,999,Two-hybrid,PUBMED:24561554,GO:0003676|GO:0003677|GO:0003887|GO:0005515|GO:0005737|GO:0005829|GO:0006260|GO:0006261|GO:0006272|GO:0006273|GO:0008408|GO:0009360|GO:0030894|GO:0044776|GO:0071897,GO:0003677|GO:0003887|GO:0004527|GO:0005515|GO:0005829|GO:0006259|GO:0006260|GO:0006261|GO:0006272|GO:0006273|GO:0008408|GO:0009360|GO:0030894|GO:0044776|GO:0045004|GO:0046872|GO:0071897
b0185,b1126,194,Two-hybrid,PUBMED:24561554,GO:0003989|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006633|GO:0009317|GO:0009329|GO:0016740|GO:0016743|GO:0042759|GO:0042802|GO:2001295,GO:0000166|GO:0005524|GO:0005886|GO:0015417|GO:0015594|GO:0015846|GO:0015847|GO:0016020|GO:0016887|GO:0032991|GO:0043190|GO:0055085|GO:1903711
b0185,b2316,999,Two-hybrid,PUBMED:24561554,GO:0003989|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006633|GO:0009317|GO:0009329|GO:0016740|GO:0016743|GO:0042759|GO:0042802|GO:2001295,GO:0003677|GO:0003723|GO:0003729|GO:0003989|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006417|GO:0006633|GO:0008270|GO:0009317|GO:0009329|GO:0016740|GO:0016743|GO:0017148|GO:0042759|GO:0046872|GO:2001295
b0200,b1462,204,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0005829|GO:0005975|GO:0008270|GO:0009103|GO:0009244|GO:0016787|GO:0016791|GO:0034200|GO:0046872|GO:0097171,GO:0010181|GO:0016646
b0200,b1717,546,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0005829|GO:0005975|GO:0008270|GO:0009103|GO:0009244|GO:0016787|GO:0016791|GO:0034200|GO:0046872|GO:0097171,GO:0002181|GO:0003735|GO:0005737|GO:0005840|GO:0006412|GO:0022625|GO:1990904
b0200,b2696,153,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0005829|GO:0005975|GO:0008270|GO:0009103|GO:0009244|GO:0016787|GO:0016791|GO:0034200|GO:0046872|GO:0097171,GO:0003723|GO:0005737|GO:0005829|GO:0006109|GO:0006402|GO:0006417|GO:0017148|GO:0045947|GO:0045948|GO:0048027|GO:0048255
b0243,b0146,774,Two-hybrid,PUBMED:24561554,GO:0004350|GO:0005515|GO:0005737|GO:0005829|GO:0006561|GO:0008652|GO:0016491|GO:0042802|GO:0050661|GO:0055129,GO:0003677|GO:0005515|GO:0009891
b0243,b2422,569,Two-hybrid,PUBMED:24561554,GO:0004350|GO:0005515|GO:0005737|GO:0005829|GO:0006561|GO:0008652|GO:0016491|GO:0042802|GO:0050661|GO:0055129,GO:0005515|GO:0005524|GO:0005886|GO:0015419|GO:0015709|GO:0016020|GO:0016887|GO:0032991|GO:0035796|GO:0043190|GO:0098656|GO:0102025|GO:1902358
b0243,b2125,776,Two-hybrid,PUBMED:24561554,GO:0004350|GO:0005515|GO:0005737|GO:0005829|GO:0006561|GO:0008652|GO:0016491|GO:0042802|GO:0050661|GO:0055129,GO:0000156|GO:0000160|GO:0000976|GO:0003677|GO:0005515|GO:0005829|GO:0006355|GO:0032993
b0261,b0199,205,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0006974|GO:0008168|GO:0008270|GO:0008898|GO:0009086|GO:0032259|GO:0033477|GO:0033528|GO:0046872|GO:0061627,GO:0003824|GO:0005515|GO:0005524|GO:0005886|GO:0006865|GO:0009276|GO:0015191|GO:0016020|GO:0016887|GO:0033232|GO:0042626|GO:0048473|GO:0055052|GO:1902475|GO:1903692|GO:1990197
b0261,b3043,153,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0006974|GO:0008168|GO:0008270|GO:0008898|GO:0009086|GO:0032259|GO:0033477|GO:0033528|GO:0046872|GO:0061627,GO:0007155|GO:0009289|GO:0043709
b0291,b2584,499,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0003824|GO:0005515|GO:0005524|GO:0006979|GO:0009408|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046872|GO:0061733
b0291,b2584,499,Affinity Capture-Western,PUBMED:24561554,GO:0005515,GO:0003824|GO:0005515|GO:0005524|GO:0006979|GO:0009408|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046872|GO:0061733
b0291,b2584,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515,GO:0003824|GO:0005515|GO:0005524|GO:0006979|GO:0009408|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046872|GO:0061733
b0348,b0044,166,Two-hybrid,PUBMED:24561554,GO:0005506|GO:0008198|GO:0009056|GO:0019380|GO:0019622|GO:0046271|GO:0047070|GO:0051213,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0348,b1156,169,Two-hybrid,PUBMED:24561554,GO:0005506|GO:0008198|GO:0009056|GO:0019380|GO:0019622|GO:0046271|GO:0047070|GO:0051213,GO:0005515
b0351,b0044,171,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0351,b2147,150,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0003954|GO:0004159|GO:0005515|GO:0005737|GO:0006208|GO:0006210|GO:0006212|GO:0010181|GO:0016491|GO:0016627|GO:0046872|GO:0051536|GO:0051539|GO:0071978|GO:0140690|GO:1990204
b0351,b2907,163,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0006979|GO:0008681|GO:0009416|GO:0071949|GO:0110142
b0351,b2980,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0003677|GO:0003700|GO:0005515|GO:0006355
b0351,b0946,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b0351,b4502,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008774|GO:0009056|GO:0016491|GO:0019380|GO:0051287,GO:0005515
b0352,b1264,425,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0003852|GO:0005515|GO:0008701|GO:0009056|GO:0009098|GO:0016829|GO:0019380|GO:0030145|GO:0046872,GO:0000162|GO:0004049|GO:0005950|GO:0009058|GO:0016829|GO:0046872
